user,lat,lng,timestamp
0,39.984702,116.318417,1224730384
0,39.98449,116.308638,1224730685
0,39.983726,116.299566,1224730985
0,39.995777,116.286798,1224734887
0,39.984953,116.302055,1224735187
0,39.987325,116.31007,1224735487
0,39.991035,116.313681,1224735787
0,39.993077,116.322617,1224736087
0,39.999678,116.324453,1224736387
0,40.004775,116.320158,1224754945
0,40.008921,116.321484,1224755360
0,40.009024,116.321614,1224755661
0,40.009351,116.321916,1224756124
0,40.007551,116.319732,1224756424
0,40.008118,116.318326,1224756726
0,40.007878,116.318784,1224757091
0,40.006747,116.318549,1224757595
0,40.008724,116.321395,1224757895
0,40.008761,116.323722,1224758671
0,40.008851,116.321485,1224760102
0,40.008304,116.319876,1224814199
0,40.008779,116.321862,1224814499
0,40.008951,116.322054,1224814914
0,40.008722,116.322417,1224815214
0,40.008963,116.322994,1224816091
0,40.00871,116.321586,1224816391
0,39.907414,116.370017,1225028647
0,39.906345,116.374616,1225028947
0,39.906017,116.378269,1225029247
0,39.90617,116.381708,1225029547
0,39.906414,116.385515,1225029847
0,39.906503,116.389354,1225030147
0,39.906521,116.392532,1225030447
0,39.904728,116.393508,1225030747
0,39.901307,116.393541,1225031047
0,39.899131,116.39309,1225031347
0,39.897567,116.391906,1225031647
0,39.898107,116.389829,1225031947
0,39.887811,116.358262,1225032477
0,39.896524,116.339345,1225032777
0,39.916733,116.303511,1225033077
0,39.924984,116.321619,1225033417
0,39.994622,116.326757,1225108489
0,39.999545,116.324734,1225108789
0,40.008923,116.322803,1225109129
0,40.01229,116.297072,1225154306
0,40.011644,116.296932,1225155051
0,40.01162,116.296834,1225155351
0,40.011578,116.296947,1225155651
0,40.011176,116.29702,1225155961
0,40.010821,116.296805,1225156261
0,40.009624,116.296523,1225156561
0,40.009345,116.296299,1225156861
0,40.00769,116.295715,1225157161
0,40.006656,116.295755,1225157461
0,40.006739,116.296648,1225157761
0,40.007753,116.296697,1225158061
0,40.010047,116.296652,1225158361
0,40.008576,116.296858,1225158661
0,40.006165,116.296586,1225158961
0,40.00631,116.296586,1225159381
0,40.009365,116.297045,1225159681
0,40.010438,116.296915,1225159981
0,40.0114,116.296898,1225160281
0,40.010779,116.298463,1225160581
0,40.008654,116.300985,1225160881
0,40.005917,116.301964,1225161181
0,40.005311,116.305987,1225161481
0,40.003603,116.309328,1225161781
0,40.004313,116.313442,1225162081
0,40.004223,116.32121,1225162381
0,40.007635,116.319636,1225170182
0,39.994238,116.326786,1225272098
0,39.981814,116.322374,1225272628
0,39.991364,116.326605,1225272638
0,39.985024,116.326979,1225272993
0,39.975939,116.327317,1225273293
0,39.967007,116.32775,1225273593
1,39.984094,116.319236,1224741185
1,39.979719,116.321639,1224741489
1,39.970511,116.341455,1224757973
1,39.985546,116.326565,1224758277
1,39.992705,116.32639,1224758580
